ArticleID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
5542,9,10,10,8,10,10,9,4,1,7,1,8,1,1,5,6
5543,3,6,10,4,5,5,10,5,1,1,1,9,1,1,1,6
5544,9,10,10,10,5,9,6,6,1,6,1,6,1,6,3,8
5545,9,9,10,10,10,9,10,7,1,7,1,7,1,8,4,8
5546,3,8,8,10,5,9,9,8,1,9,6,7,1,1,2,7
5547,10,10,10,10,10,10,7,6,1,3,1,6,2,1,5,8
5548,9,10,9,10,10,9,8,7,1,10,8,8,1,1,6,7
5549,9,10,10,10,10,9,10,8,1,9,4,6,1,6,2,9
5550,5,10,10,10,10,10,9,8,1,1,7,8,1,1,1,7
5551,9,10,10,10,10,10,10,9,1,9,1,3,1,1,2,9
5552,9,10,10,10,10,10,10,8,1,7,1,8,1,1,7,8
5553,9,10,10,10,10,10,9,8,1,10,6,7,1,3,2,8
5554,8,8,9,10,5,9,9,9,1,7,6,6,1,2,3,9
5555,9,7,8,10,5,7,9,8,1,8,1,7,1,2,5,9
5556,9,10,10,10,10,9,8,9,1,9,1,2,1,1,1,9
5557,5,8,8,10,10,8,10,7,1,6,1,6,1,3,5,8
5558,8,9,6,10,10,9,10,8,1,8,6,7,1,1,1,7
5559,8,10,8,7,5,9,9,6,1,8,4,4,1,3,1,7
5560,3,2,3,10,5,3,10,6,1,1,1,6,3,1,1,8
5561,5,8,9,10,8,8,9,9,1,1,1,2,1,3,2,9
5562,8,7,7,10,5,8,10,9,1,7,1,6,1,3,1,9
5563,3,6,6,4,10,8,10,8,1,6,1,5,1,1,1,9
5564,5,10,10,10,5,8,9,8,1,9,1,7,1,7,3,8
5565,4,7,7,10,10,9,9,8,1,9,1,6,1,4,6,9
5566,7,6,9,9,10,8,9,8,1,8,4,6,1,3,1,8
5567,1,8,6,7,5,8,10,6,1,1,1,8,1,1,5,6
5568,7,8,8,10,10,8,10,7,1,7,1,6,1,3,2,8
5569,5,10,10,10,10,9,10,7,1,8,1,4,2,1,1,8
5570,10,10,10,10,10,9,9,9,1,7,6,5,1,1,1,8
5571,5,8,8,10,10,7,9,8,1,6,1,2,1,2,1,9
5572,5,10,10,10,10,9,10,8,1,8,1,7,1,1,6,8
5573,8,10,9,9,4,9,9,8,1,1,5,6,1,7,1,8
5574,9,10,10,10,5,9,9,6,1,6,1,7,3,1,1,7
5575,9,10,8,6,5,9,10,9,1,7,1,3,1,4,1,9
5576,5,8,8,9,6,9,10,6,1,9,3,3,1,3,2,8
5577,5,9,7,8,10,9,9,9,1,8,1,3,1,3,1,8
5578,1,9,8,4,5,8,9,4,1,9,1,6,1,3,2,7
5579,1,4,7,5,10,7,10,8,1,1,5,6,1,1,1,9
5580,5,8,6,7,10,8,10,8,1,6,1,4,1,1,1,8
5581,9,10,7,10,10,10,10,8,1,7,3,6,1,1,5,8
5582,1,8,7,9,10,7,10,7,1,7,1,6,1,3,2,8
5583,5,4,4,9,5,3,8,8,1,6,1,7,1,1,3,7
5584,9,9,8,9,5,9,10,8,1,8,1,4,1,2,1,9
5585,7,9,8,9,5,7,10,8,1,3,1,6,1,1,5,8
5586,10,10,10,10,10,10,10,8,1,6,4,9,1,1,5,7
5587,5,8,7,10,10,7,9,8,1,3,1,2,2,1,1,9
5588,9,7,8,9,5,8,10,9,1,6,1,3,1,4,3,9
5589,5,8,8,6,5,8,8,9,1,8,1,3,1,1,1,9
5590,5,7,9,10,10,8,6,8,1,6,1,7,1,2,1,8
5591,8,10,10,10,5,10,10,8,1,8,1,3,1,2,3,9
5592,9,9,8,10,10,9,8,8,1,9,9,7,2,7,2,8
5593,1,4,7,9,5,6,5,3,1,1,1,3,1,1,1,6
5594,5,10,10,10,10,9,10,8,1,9,1,3,1,3,4,9
5595,2,6,8,4,10,7,10,6,1,7,1,6,1,1,6,7
5596,10,9,8,9,5,9,9,8,1,1,4,6,1,3,1,9
5597,5,10,10,10,10,9,8,9,1,6,1,8,1,1,1,7
5598,4,7,8,10,10,7,9,6,1,9,1,4,1,3,6,8
5599,2,4,8,10,10,7,10,9,1,3,1,7,1,2,5,9
5600,5,4,4,7,5,6,9,7,1,10,1,3,1,2,1,8
5601,6,5,7,9,10,7,9,7,1,10,1,8,1,1,2,8
5602,5,10,9,10,5,9,10,7,1,10,1,7,1,2,2,8
5603,1,8,10,4,5,8,10,8,1,10,3,6,1,3,5,9
5604,6,9,7,9,10,8,6,7,1,1,1,4,2,1,5,6
5605,5,10,10,7,10,8,10,8,1,4,1,5,1,1,3,8
5606,5,10,8,9,10,9,10,8,1,7,1,4,1,1,3,8
5607,9,10,10,9,10,10,8,8,1,3,1,3,1,1,2,9
5608,1,8,6,7,10,8,9,8,1,8,1,6,1,2,5,9
5609,8,4,4,9,10,6,5,7,1,8,1,6,1,4,2,8
5610,5,8,9,9,10,5,5,3,1,6,1,7,1,1,3,6
5611,1,6,9,10,5,7,10,8,1,10,1,2,1,2,5,9
5612,5,8,8,10,5,8,10,9,1,9,1,4,1,1,5,9
5613,7,10,10,10,10,8,10,9,1,9,7,6,1,1,5,8
5614,8,10,10,10,10,9,8,8,1,8,1,6,1,1,1,8
5615,5,6,6,8,10,6,10,7,1,1,1,2,1,1,4,8
5616,1,2,3,4,5,3,10,8,1,3,1,6,1,1,5,8
5617,5,10,10,10,5,9,9,8,1,6,1,4,1,1,1,6
5618,2,4,7,9,10,6,8,6,1,6,1,8,1,1,1,7
5619,2,6,6,3,5,5,10,6,1,7,1,3,1,3,3,8
5620,5,10,8,10,10,8,10,9,1,10,1,6,1,1,1,9
5621,1,3,9,5,10,3,10,9,1,1,1,3,1,1,3,9
5622,5,10,10,10,10,9,9,8,1,9,1,4,1,3,1,9
5623,2,8,7,10,10,8,8,8,1,6,1,3,1,3,2,9
5624,1,8,10,10,10,9,10,8,1,8,9,6,1,5,5,8
5625,2,3,3,4,5,3,9,8,1,1,1,2,1,1,1,8
5626,9,10,10,10,10,10,10,8,1,9,1,7,1,1,6,8
5627,4,3,4,7,5,3,7,4,1,8,1,6,2,1,1,7
5628,8,9,9,10,10,9,8,8,1,6,1,7,1,2,1,7
5629,5,7,9,9,10,8,10,4,1,4,2,8,1,1,6,6
5630,3,7,7,10,5,8,9,6,1,3,1,3,1,1,1,8
5631,7,9,8,10,5,8,8,6,1,3,1,5,2,1,6,8
5632,5,6,10,4,5,7,10,7,1,1,1,6,1,1,1,8
5633,5,8,7,7,10,9,10,7,1,10,6,8,1,1,5,8
5634,3,8,8,8,10,8,4,7,1,9,1,8,1,1,6,8
5635,7,10,10,4,10,8,7,6,1,9,1,7,1,1,2,7
5636,1,7,7,9,10,8,10,7,1,3,1,6,1,1,5,8
5637,9,7,7,5,5,8,9,8,1,6,1,6,1,4,5,8
5638,3,8,9,10,10,8,9,8,1,6,5,7,1,6,1,8
5639,10,10,10,10,10,10,10,9,1,6,4,5,2,1,5,9
5640,3,8,8,10,10,9,5,4,1,1,2,8,2,1,2,6
5641,9,10,8,10,5,9,6,8,1,3,1,4,1,3,2,9
5642,9,10,10,10,10,8,10,9,1,4,7,8,1,3,1,7
5643,5,8,10,10,10,8,10,7,1,7,2,7,1,1,1,7
5644,5,8,5,5,10,8,10,4,1,1,1,3,1,1,3,7
5645,8,9,10,6,10,9,10,9,1,10,1,7,1,1,1,8
5646,2,9,8,4,10,8,9,8,1,9,3,9,2,3,1,7
5647,3,8,10,5,5,8,6,7,1,7,1,9,1,1,1,6
5648,5,10,10,10,10,10,10,8,1,6,1,6,1,1,1,8
5649,8,8,10,10,10,9,10,9,1,10,1,8,1,2,5,8
5650,9,10,10,10,10,9,10,7,1,10,2,8,1,1,5,8
5651,5,7,7,10,10,7,10,8,1,9,1,7,1,3,1,8
5652,1,5,4,4,5,7,10,7,1,3,1,4,1,3,2,8
5653,10,8,9,8,10,9,9,9,1,9,1,3,1,1,1,8
5654,3,8,9,9,10,8,8,6,1,7,1,8,1,1,5,7
5655,5,10,9,10,10,9,9,8,1,6,1,3,3,1,1,9
5656,5,8,10,10,10,4,10,8,1,10,1,3,1,1,1,9
5657,8,10,10,10,10,9,8,3,1,1,3,6,1,1,3,6
5658,9,10,10,10,10,10,10,8,1,3,6,8,1,1,1,8
5659,9,9,8,9,10,9,7,8,1,7,1,3,1,1,1,9
5660,5,7,6,10,10,8,9,8,1,7,1,3,2,3,4,9
5661,8,10,10,10,10,9,9,8,1,6,1,2,1,2,2,8
5662,5,7,6,10,10,8,9,6,1,6,1,3,2,3,2,8
5663,5,10,10,10,10,6,10,8,1,1,1,3,1,3,1,9
5664,9,10,9,10,5,10,8,7,1,1,1,6,1,6,2,8
5665,1,6,8,10,10,7,9,5,1,7,1,6,1,3,2,7
5666,5,10,9,10,10,9,10,9,1,1,1,7,2,1,1,8
5667,3,9,10,4,5,8,10,6,1,10,1,3,1,1,1,8
5668,5,10,10,10,10,8,10,8,1,10,1,2,1,1,5,9
5669,5,8,10,10,5,9,8,6,1,9,5,7,1,1,1,6
5670,9,10,10,10,6,9,10,9,1,8,1,6,1,3,1,8
5671,9,9,9,10,5,10,9,8,1,6,5,3,1,3,1,8
5672,1,9,9,4,10,8,9,8,1,3,1,4,1,4,6,9
5673,7,10,10,10,10,10,10,9,1,7,1,7,2,1,7,8
5674,5,10,10,10,10,10,10,8,1,10,7,7,1,1,4,8
5675,2,7,8,10,10,8,7,8,1,1,6,9,1,1,1,7
5676,9,10,7,10,10,9,10,7,1,1,1,6,2,1,1,8
5677,8,9,8,10,10,9,10,8,1,3,1,7,1,1,2,7
5678,4,7,8,6,5,7,9,8,1,4,1,6,1,1,4,9
5679,8,8,6,9,5,8,10,8,1,8,7,7,1,1,1,8
5680,4,10,8,10,10,9,9,8,1,10,1,6,1,3,2,8
5681,5,9,10,10,10,8,9,8,1,9,1,8,1,1,1,7
5682,9,10,10,10,10,10,10,9,1,9,1,8,1,1,1,6
5683,5,6,6,7,10,8,10,8,1,7,1,9,1,1,2,6
5684,5,10,10,10,10,9,6,8,1,3,6,7,2,5,1,7
5685,5,10,10,10,5,10,10,8,1,8,6,6,1,1,1,7
5686,2,4,7,10,10,6,6,8,1,6,5,8,1,3,1,7
5687,5,8,10,10,10,8,10,8,1,10,5,7,1,1,1,8
5688,5,10,10,10,10,9,9,7,1,1,3,6,1,2,5,8
5689,5,10,8,9,10,9,9,9,1,7,1,7,1,2,6,9
5690,8,10,3,10,10,10,10,9,1,9,1,6,1,8,3,9
5691,2,10,8,10,10,9,9,8,1,6,1,6,1,1,1,9
5692,9,10,9,10,10,9,9,9,1,9,1,8,1,1,2,7
5693,8,10,10,10,10,9,7,7,1,2,1,7,1,1,1,8
5694,10,10,9,8,10,9,10,8,1,10,9,8,1,7,1,8
5695,1,6,7,7,10,3,5,7,1,3,1,3,1,3,6,8
5696,8,9,9,10,10,10,10,8,1,9,1,3,1,6,1,9
5697,3,8,7,10,10,6,9,8,1,10,1,8,1,6,2,7
5698,9,7,6,10,10,8,10,6,1,9,1,3,1,2,5,7
5699,7,10,10,10,10,10,10,7,1,6,1,6,1,5,3,8
5700,10,9,9,10,10,9,10,9,1,9,1,6,1,3,4,9
5701,8,10,10,10,10,9,10,7,1,9,1,2,3,2,1,8
5702,5,10,8,10,10,10,10,8,1,8,1,7,1,3,1,8
5703,9,10,10,4,10,8,10,9,1,10,1,3,1,2,1,9
5704,7,8,8,9,10,9,5,6,1,3,2,8,1,3,1,7
5705,9,10,9,10,10,10,8,7,1,1,1,6,2,2,5,9
5706,7,6,7,10,5,7,10,8,1,10,1,6,1,2,5,9
5707,10,10,10,10,10,10,10,6,1,6,1,7,1,3,5,7
5708,3,9,10,4,10,9,5,8,1,4,1,6,1,1,1,9
5709,5,9,10,10,10,8,10,8,1,7,1,5,1,4,6,9
5710,9,9,9,10,10,9,10,9,1,9,8,6,2,3,1,9
5711,5,10,10,5,10,9,8,8,1,9,6,8,1,6,7,8
5712,9,10,8,10,5,9,10,8,1,10,1,6,1,1,2,9
5713,1,9,9,10,10,9,10,7,1,8,1,8,1,1,1,7
5714,6,9,10,8,10,8,9,8,1,8,1,7,1,1,5,8
5715,8,10,10,3,5,9,10,7,1,7,1,8,1,1,5,7
5716,8,10,10,9,10,9,10,8,1,6,1,6,1,1,1,8
5717,5,8,10,10,10,8,10,9,1,9,1,6,1,1,1,8
5718,10,9,9,7,10,9,9,8,1,3,1,7,1,1,3,7
5719,9,10,9,10,10,10,10,6,1,10,1,9,1,1,1,7
5720,9,8,8,9,10,9,8,6,1,6,1,5,1,7,2,8
5721,9,10,10,10,10,9,10,9,1,6,6,6,1,1,5,9
5722,5,10,9,5,5,9,10,8,1,9,5,9,1,1,5,6
5723,7,9,6,10,10,8,10,8,1,10,7,8,1,2,3,8
5724,9,10,10,10,5,9,8,6,1,9,5,8,1,3,1,6
5725,8,9,9,6,10,9,10,6,1,8,1,8,1,1,5,7
5726,9,10,9,10,10,9,10,9,1,10,1,8,1,1,1,7
5727,8,10,9,9,10,10,10,8,1,10,1,7,1,4,3,9
5728,2,7,9,10,5,9,10,7,1,10,1,7,1,1,1,7
5729,9,9,9,10,10,9,6,3,1,1,7,9,1,1,1,4
5730,9,10,8,7,10,10,10,8,1,7,8,8,1,2,3,6
5731,5,9,10,10,10,8,7,7,1,6,1,6,1,1,1,8
5732,2,10,8,10,10,9,9,7,1,3,1,4,1,3,3,8
5733,9,10,10,10,10,9,10,7,1,8,1,7,1,6,4,8
5734,10,10,10,10,10,9,10,9,1,10,1,6,1,6,3,9
5735,9,9,10,10,10,9,9,8,1,9,1,6,1,6,5,8
5736,2,7,8,9,5,7,10,6,1,6,1,3,1,2,5,8
5737,8,10,10,10,10,9,10,9,1,8,1,6,1,1,1,9
5738,8,8,8,10,5,7,8,7,1,10,1,8,1,2,1,8
5739,7,9,10,6,5,8,10,9,1,9,5,8,1,1,1,7
5740,9,10,10,10,10,10,10,9,1,1,1,8,1,3,1,8
5741,7,10,10,10,10,9,10,9,1,9,6,6,1,3,1,9
5742,8,10,8,10,10,9,9,7,1,10,1,3,1,7,5,9
5743,7,8,9,10,10,9,8,7,1,9,2,6,1,1,5,8
5744,9,10,6,4,10,9,8,8,1,10,3,7,1,1,3,8
5745,9,10,10,10,10,9,10,8,1,9,1,7,1,8,2,8
5746,8,10,8,10,10,10,10,9,1,9,7,6,1,6,2,9
5747,5,7,4,4,10,8,10,7,1,6,1,6,1,6,2,8
5748,8,10,10,10,10,9,10,9,1,10,1,9,1,1,1,7
5749,7,8,8,4,10,8,10,8,1,8,6,7,2,1,1,8
5750,1,8,10,10,5,8,9,6,1,1,1,7,1,1,5,7
5751,5,9,9,10,10,8,10,8,1,8,1,7,1,1,1,8
5752,9,10,7,8,5,9,9,8,1,3,1,9,1,2,1,7
5753,5,10,8,10,5,8,10,8,1,1,1,8,1,3,1,7
5754,1,8,8,10,10,9,8,8,1,6,5,8,1,1,1,7
5755,9,10,10,10,10,10,10,7,1,8,6,6,2,3,2,8
5756,5,10,10,4,10,9,9,9,1,10,1,8,1,1,2,7
5757,1,10,10,7,10,6,10,8,1,1,1,8,1,1,1,6
5758,3,9,9,10,7,10,9,8,1,7,5,6,3,4,7,9
5759,9,6,6,7,5,7,8,8,1,2,8,6,1,2,5,8
5760,9,10,10,10,10,9,10,8,1,10,3,6,1,1,7,9
5761,9,10,9,10,5,10,9,7,1,8,1,7,1,1,4,8
5762,5,7,7,9,5,8,9,8,1,8,2,6,2,2,5,9
5763,1,7,9,4,5,8,10,6,1,10,1,9,1,1,1,6
5764,5,7,9,10,10,8,10,8,1,6,1,6,2,6,2,8
5765,2,7,6,9,5,8,5,8,1,8,1,7,1,1,1,8
5766,8,10,10,10,10,10,10,7,1,10,6,8,1,1,1,6
5767,10,10,10,10,5,10,10,8,1,9,1,4,1,3,1,9
5768,7,9,10,10,5,8,10,8,1,3,1,7,1,1,5,8
5769,2,9,10,10,10,9,8,8,1,9,1,7,1,1,3,8
5770,8,10,10,4,5,9,9,8,1,10,7,7,1,6,3,8
5771,5,10,9,10,10,9,8,6,1,7,7,6,1,1,3,8
5772,5,10,10,8,10,10,8,6,1,8,6,9,1,1,1,7
5773,9,8,8,10,10,8,10,8,1,9,1,7,1,1,1,7
5774,5,10,10,8,10,9,10,8,1,10,1,6,1,3,5,9
5775,8,6,7,8,10,8,10,8,1,9,5,7,1,4,3,8
5776,10,8,8,7,10,9,10,9,1,8,1,4,1,4,5,9
5777,9,10,10,10,10,9,10,9,1,9,8,6,2,2,1,8
5778,5,4,6,4,5,6,10,5,1,6,1,7,1,4,1,6
5779,2,9,9,10,5,8,9,8,1,3,1,8,1,1,5,7
5780,5,7,6,10,5,8,9,8,1,7,6,7,1,1,1,8
5781,4,9,7,10,5,7,7,8,1,3,1,3,1,2,5,9
5782,8,10,10,9,10,9,7,8,1,10,1,8,2,1,3,7
5783,2,6,7,10,10,7,8,6,1,1,4,7,1,1,1,6
5784,1,9,9,10,10,9,8,8,1,1,1,7,1,1,1,7
5785,5,6,7,8,10,6,4,3,1,1,1,8,1,1,1,5
5786,8,10,10,10,6,8,8,7,1,6,1,9,1,1,1,6
5787,5,10,9,10,5,9,10,9,1,9,1,3,1,1,1,9
5788,5,10,9,10,10,9,10,6,1,10,4,6,1,1,2,8
5789,9,10,7,10,5,10,10,8,1,8,5,7,2,4,1,9
5790,2,9,10,10,10,8,9,7,1,3,1,6,1,1,1,8
5791,8,10,10,6,10,9,10,9,1,9,3,7,1,1,5,8
5792,9,10,8,10,5,9,9,7,1,9,10,8,1,1,5,7
5793,9,10,9,10,10,9,10,9,1,9,1,4,1,2,5,9
5794,7,10,10,10,10,8,10,3,1,6,6,8,1,1,1,5
5795,9,9,7,10,10,9,10,9,1,9,1,8,1,6,1,7
5796,9,10,10,10,10,10,10,9,1,7,6,7,1,8,2,9
5797,10,10,10,10,5,9,5,3,1,4,1,8,1,2,1,6
5798,2,6,8,6,10,8,10,7,1,1,1,7,1,1,3,7
5799,1,9,6,10,10,9,10,9,1,3,7,8,1,2,4,7
5800,8,8,7,9,5,8,10,8,1,9,1,8,1,1,2,7
5801,9,8,6,10,10,9,10,4,1,7,7,8,1,1,5,6
5802,8,8,8,9,10,9,10,8,1,9,2,6,2,2,5,8
5803,8,10,10,10,10,9,10,9,1,8,3,7,1,2,7,8
5804,5,10,10,10,10,9,10,6,1,7,6,7,1,1,1,8
5805,9,10,10,10,10,9,9,9,1,9,6,3,1,1,2,9
5806,6,6,9,10,10,8,10,8,1,10,1,4,1,1,6,8
5807,2,10,10,10,10,10,10,9,1,9,8,8,1,1,1,8
5808,1,2,10,6,10,2,9,7,1,3,1,7,1,1,5,7
5809,5,10,9,8,10,9,8,8,1,6,6,7,2,6,6,8
5810,10,8,10,10,5,8,10,8,1,8,1,7,1,3,1,7
5811,1,9,10,10,5,9,10,7,1,6,1,5,1,3,2,9
5812,3,7,6,4,5,6,5,4,1,1,1,6,1,1,1,6
5813,9,10,8,10,5,9,10,8,1,6,1,7,1,3,1,9
5814,9,10,10,10,10,10,10,9,1,3,1,6,2,5,1,8
5815,5,10,9,10,10,9,10,3,1,1,1,8,1,2,1,6
5816,6,10,9,10,10,8,8,7,1,6,1,8,1,1,5,7
5817,1,10,8,5,10,8,10,8,1,10,1,7,1,3,2,8
5818,8,10,10,10,5,10,10,8,1,7,1,7,1,3,2,8
5819,8,6,7,5,5,7,9,7,1,10,1,4,1,2,1,8
5820,3,10,8,7,5,8,10,6,1,10,1,8,1,1,1,6
5821,9,10,10,10,10,10,10,9,1,1,10,8,2,1,6,7
5822,5,8,7,9,10,8,9,8,1,7,1,2,1,1,5,9
5823,9,9,8,10,5,9,9,8,1,1,1,3,1,1,1,9
5824,8,10,10,10,10,10,7,8,1,9,1,3,1,1,2,9
5825,7,4,7,3,5,8,8,7,1,1,1,3,2,1,7,8
5826,5,6,6,10,10,8,9,8,1,9,1,6,1,6,2,8
5827,9,10,10,10,10,10,5,6,1,1,1,8,1,1,1,7
5828,5,9,8,10,10,9,7,6,1,1,3,6,1,1,1,7
5829,5,10,10,10,10,8,10,8,1,8,1,6,1,1,3,9
5830,5,10,10,10,10,10,10,9,1,9,1,4,1,2,1,9
5831,9,9,9,10,10,9,9,9,1,6,1,7,1,6,5,8
5832,9,7,6,5,10,8,10,9,1,7,1,4,1,6,3,9
5833,1,7,8,10,10,6,7,7,1,3,1,7,1,1,1,8
5834,9,9,8,10,10,10,9,6,1,9,1,7,1,1,1,8
5835,10,10,8,10,5,9,10,5,1,6,1,9,1,5,1,6
5836,7,7,10,10,10,8,8,7,1,3,1,8,1,6,6,7
5837,9,10,10,10,10,9,10,9,1,1,1,9,1,2,1,7
5838,9,10,10,10,10,10,10,9,1,7,4,8,1,7,1,7
5839,5,10,10,10,5,10,10,9,1,10,1,7,3,6,1,8
5840,2,7,6,10,10,8,9,8,1,1,1,3,1,1,5,9
5841,2,8,9,10,5,8,9,7,1,3,1,7,1,1,5,8
5842,8,10,9,8,10,9,10,3,1,10,1,7,1,6,1,7
5843,10,8,8,10,5,7,10,3,1,10,1,8,1,3,1,6
5844,5,9,8,10,5,9,5,7,1,8,1,4,1,3,3,8
5845,10,10,10,10,10,9,9,9,1,3,7,6,1,1,1,9
5846,5,8,8,10,5,9,9,6,1,9,1,8,1,1,2,6
5847,5,10,6,4,5,8,9,8,1,9,5,6,1,1,1,9
5848,5,6,4,9,5,7,8,6,1,10,1,9,1,3,1,6
5849,9,10,10,10,5,10,10,8,1,10,5,7,1,1,2,8
5850,9,10,9,7,5,9,10,9,1,4,1,3,1,4,1,9
5851,7,10,10,10,5,9,10,9,1,7,1,3,1,7,2,9
5852,8,10,7,10,10,10,10,9,1,7,1,8,1,1,1,7
5853,8,10,10,10,10,10,10,9,1,9,5,6,2,2,3,8
5854,8,10,10,10,10,9,9,6,1,10,1,6,1,1,5,7
5855,10,8,8,6,5,9,10,9,1,6,1,7,1,1,1,8
5856,6,7,8,8,10,8,9,8,1,9,5,8,1,1,1,7
5857,10,10,9,10,10,9,6,8,1,3,1,6,1,1,2,8
5858,3,10,9,10,10,9,10,4,1,10,1,9,1,1,1,5
5859,1,10,7,10,10,8,9,8,1,7,1,4,1,3,7,9
5860,8,10,10,6,10,8,8,7,1,8,3,8,1,1,1,8
5861,5,10,10,10,10,9,9,7,1,1,6,8,1,1,6,8
5862,5,4,4,6,5,6,3,4,1,1,1,4,1,1,3,7
5863,3,4,6,7,5,6,3,4,1,5,1,6,2,1,5,7
5864,5,8,8,8,5,9,9,8,1,1,1,6,1,1,5,9
5865,6,8,6,10,6,9,10,9,1,1,1,2,1,1,4,9
5866,3,10,9,10,10,10,10,6,1,9,1,8,1,4,1,7
5867,5,8,8,10,5,8,9,3,1,1,1,6,1,6,5,7
5868,5,10,10,10,10,8,7,7,1,7,5,6,2,2,3,8
5869,5,8,7,10,10,7,10,8,1,10,6,2,1,1,2,9
5870,10,9,9,7,10,9,10,9,1,1,1,3,2,4,6,9
5871,10,6,6,4,5,7,9,5,1,1,1,4,1,1,5,8
5872,9,10,9,10,5,9,10,8,1,1,1,6,2,3,3,8
5873,6,9,10,10,10,8,10,5,1,10,1,6,1,5,5,8
5874,9,10,8,10,10,9,10,8,1,8,3,6,2,1,5,9
5875,9,10,9,10,10,9,10,8,1,6,1,6,2,6,5,9
5876,7,7,7,10,5,9,9,7,1,6,2,8,2,1,3,7
5877,7,10,10,4,10,8,4,6,1,3,6,9,1,1,5,7
5878,7,6,7,6,10,6,7,9,1,1,1,7,1,2,1,8
5879,4,9,8,4,6,8,9,6,1,1,1,8,1,1,1,7
5880,2,7,6,7,10,7,8,4,1,7,5,8,1,1,1,6
5881,5,4,4,9,5,7,8,8,1,7,1,6,1,8,3,9
5882,9,8,7,10,5,8,9,4,1,6,1,5,1,1,5,7
5883,1,6,7,4,5,6,10,6,1,10,1,6,1,4,5,7
5884,8,10,10,10,10,10,10,9,1,8,1,8,1,2,2,7
5885,8,8,10,10,10,9,9,8,1,1,1,6,1,6,3,9
5886,5,8,9,10,10,8,10,5,1,10,5,6,1,2,6,7
5887,2,6,4,9,5,8,10,6,1,7,1,4,1,2,1,8
5888,1,4,7,10,10,5,10,6,1,7,1,5,1,3,1,7
5889,5,10,10,4,5,9,10,8,1,8,2,7,1,1,5,8
5890,2,7,7,7,10,7,10,6,1,10,5,5,1,3,5,8
5891,3,6,8,4,5,7,5,8,1,3,1,3,1,2,1,8
5892,9,8,9,9,5,8,10,4,1,6,1,5,1,2,1,7
5893,6,7,4,9,10,8,9,8,1,9,1,6,1,1,1,8
5894,5,4,3,3,5,4,9,7,1,1,1,6,1,1,1,8
5895,8,10,9,10,5,9,10,7,1,3,6,5,2,1,5,8
5896,8,8,8,6,5,7,8,8,1,6,1,5,1,1,3,8
5897,5,7,6,10,10,6,10,7,1,8,1,8,1,1,1,7
5898,5,10,10,5,10,8,8,6,1,9,4,8,1,3,8,7
5899,1,8,9,10,10,4,9,9,1,7,1,3,1,1,6,9
5900,3,10,4,3,10,9,9,9,1,10,7,7,1,1,5,7
5901,2,8,6,5,10,8,10,7,1,10,3,8,1,2,2,7
5902,3,2,2,3,5,2,10,7,1,1,1,6,1,1,2,8
5903,5,10,10,10,10,9,10,7,1,10,1,7,1,1,5,8
5904,10,10,8,3,5,10,6,7,1,9,3,7,2,1,6,8
5905,9,10,10,10,10,10,8,9,1,1,1,8,1,1,5,7
5906,6,10,10,10,10,9,10,9,1,10,6,8,1,2,1,8
5907,8,9,9,8,5,9,10,8,1,8,3,6,1,1,3,8
5908,5,7,7,9,10,8,10,8,1,7,8,8,1,1,1,6
5909,10,10,10,10,10,8,10,9,1,1,6,4,2,1,2,8
5910,10,6,6,9,10,7,10,6,1,7,1,4,1,1,1,8
5911,1,3,3,8,10,4,7,8,1,7,1,3,1,2,2,9
5912,9,10,10,10,5,9,4,3,1,1,6,8,1,2,1,6
5913,9,10,6,10,10,9,10,9,1,6,1,7,1,7,2,9
5914,6,9,10,10,10,8,9,8,1,9,5,7,1,1,7,9
5915,1,7,8,9,10,8,8,8,1,3,1,7,1,1,1,7
5916,1,3,4,7,5,6,10,8,1,1,1,2,1,3,5,9
5917,7,5,6,7,10,7,10,7,1,3,1,6,1,1,4,7
5918,10,8,8,5,5,9,8,6,1,3,1,7,2,1,6,7
5919,6,3,4,3,6,4,10,6,1,8,1,4,2,1,6,8
5920,5,6,7,3,10,7,8,6,1,1,1,7,1,1,5,7
5921,1,3,10,10,5,4,10,6,1,10,1,4,1,1,7,8
5922,1,3,3,3,10,3,10,3,1,6,1,8,2,1,4,6
5923,8,8,7,4,10,8,2,6,1,1,1,7,1,3,6,7
5924,1,3,4,3,10,3,5,6,1,1,1,6,1,1,6,7
5925,6,8,10,10,10,8,10,9,1,3,1,7,1,1,5,8
5926,10,10,10,10,10,6,10,9,1,6,1,3,1,1,1,9
5927,5,7,8,4,5,6,10,8,1,3,1,3,1,1,5,9
5928,5,4,7,4,10,7,9,8,1,3,1,4,1,3,2,8
5929,10,4,10,10,10,8,10,6,1,6,1,5,1,3,2,8
5930,10,9,9,6,10,9,9,8,1,1,1,6,1,6,5,8
5931,8,10,9,7,5,8,9,8,1,1,1,6,1,6,5,9
5932,10,10,9,4,5,9,10,7,1,1,1,4,2,1,3,8
5933,1,8,7,9,10,8,10,7,1,1,1,3,1,1,1,8
5934,8,10,10,10,10,9,7,5,1,1,1,8,1,1,3,6
5935,9,10,8,9,10,9,5,7,1,1,1,3,6,1,5,8
